underlying_price,strike,maturity,volatility,option_type,market_price,bid,ask,volume,open_interest,expiration,moneyness,bs_price,risk_free_rate
272.14,185.0,0.7315068493150685,0.35608554077148435,put,3.2750000000000004,3.2,3.35,21.0,47,2026-11-20,0.6797971632248108,2.508816953255362,0.05
272.14,210.0,0.7315068493150685,0.32581240600585937,put,6.175,6.0,6.35,20.0,333,2026-11-20,0.7716616447416771,4.810899873695689,0.05
272.14,235.0,0.7315068493150685,0.2954782366943359,put,10.9,10.65,11.15,12.0,240,2026-11-20,0.8635261262585434,8.548250517355385,0.05
272.14,240.0,0.7315068493150685,0.2901987484741211,put,12.125,11.8,12.45,18.0,95,2026-11-20,0.8818990225619167,9.57657454757095,0.05
272.14,250.0,0.7315068493150685,0.27423821472167964,put,14.774999999999999,14.6,14.95,29.0,462,2026-11-20,0.9186448151686633,11.51582156778258,0.05
272.14,260.0,0.7315068493150685,0.2734752828979492,put,18.625,18.0,19.25,185.0,242,2026-11-20,0.9553906077754097,15.077600217731174,0.05
272.14,265.0,0.7315068493150685,0.256645006866455,put,20.025,19.9,20.15,18.0,126,2026-11-20,0.973763504078783,15.670583833801274,0.05
272.14,270.0,0.7315068493150685,0.2570569900512696,put,22.35,21.95,22.75,58.0,108,2026-11-20,0.9921364003821563,17.857934871132514,0.05
272.14,275.0,0.7315068493150685,0.24597921997070313,put,23.9,23.35,24.45,39.0,98,2026-11-20,1.0105092966855296,19.169115730487945,0.05
272.14,280.0,0.7315068493150685,0.23963162719726558,put,26.6,26.45,26.75,15.0,182,2026-11-20,1.028882192988903,21.042001419201185,0.05
272.14,300.0,0.7315068493150685,0.2289963575744629,put,38.35,37.7,39.0,30.0,30,2026-11-20,1.102373778202396,31.485072377498938,0.05
272.14,320.0,0.7315068493150685,0.2146684979248047,put,51.95,50.4,53.5,,20,2026-11-20,1.1758653634158889,44.16915911807425,0.05
272.14,325.0,0.7315068493150685,0.21036556243896481,put,55.900000000000006,54.35,57.45,,10,2026-11-20,1.1942382597192622,47.675893554458355,0.05
272.14,60.0,0.8082191780821918,0.9338385522460937,call,213.6,211.7,215.5,9.0,270,2026-12-18,0.22047475564047916,215.75464364350063,0.05
272.14,115.0,0.8082191780821918,0.6739534558105471,call,160.825,159.0,162.65,45.0,338,2026-12-18,0.4225766149775851,164.75273319568404,0.05
272.14,130.0,0.8082191780821918,0.6188392608642579,call,146.575,144.75,148.4,6.0,1402,2026-12-18,0.47769530388770487,150.94298968079707,0.05
272.14,135.0,0.8082191780821918,0.6025430371093752,call,141.875,140.05,143.7,30.0,680,2026-12-18,0.49606820019107817,146.38034025978726,0.05
272.14,140.0,0.8082191780821918,0.5838054315185546,call,137.10000000000002,135.8,138.4,12.0,1034,2026-12-18,0.5144410964944515,141.7507125833823,0.05
272.14,150.0,0.8082191780821918,0.5550581604003908,call,127.82499999999999,126.05,129.6,17.0,503,2026-12-18,0.551186889101198,132.72597576520735,0.05
272.14,155.0,0.8082191780821918,0.5352219329833985,call,123.0,121.65,124.35,10.0,296,2026-12-18,0.5695597854045712,128.04391252065994,0.05
272.14,165.0,0.8082191780821918,0.5127001855468749,call,114.0,112.2,115.8,11.0,486,2026-12-18,0.6063055780113177,119.2463419201066,0.05
272.14,175.0,0.8082191780821918,0.5155993264770508,call,105.175,104.05,106.3,12.0,821,2026-12-18,0.6430513706180643,111.5932558189206,0.05
272.14,180.0,0.8082191780821918,0.5043689700317383,call,100.475,99.0,101.95,15.0,906,2026-12-18,0.6614242669214375,107.31903875224421,0.05
272.14,190.0,0.8082191780821918,0.4590203024291992,call,91.55,91.05,92.05,15.0,713,2026-12-18,0.698170059528184,97.68802782021149,0.05
272.14,200.0,0.8082191780821918,0.43457596679687505,call,82.925,82.55,83.3,8.0,13359,2026-12-18,0.7349158521349306,89.0622803027903,0.05
272.14,210.0,0.8082191780821918,0.41760836303710935,call,74.275,73.4,75.15,7.0,5755,2026-12-18,0.7716616447416771,80.95665849331897,0.05
272.14,220.0,0.8082191780821918,0.4113523220825196,call,67.075,66.15,68.0,15.0,3329,2026-12-18,0.8084074373484237,73.73719949564327,0.05
272.14,230.0,0.8082191780821918,0.39290463058471675,call,58.925,57.6,60.25,22.0,4997,2026-12-18,0.8451532299551702,65.95585717556844,0.05
272.14,235.0,0.8082191780821918,0.3907989387512207,call,55.675,54.3,57.05,8.0,229,2026-12-18,0.8635261262585434,62.67783315784516,0.05
272.14,240.0,0.8082191780821918,0.3762421995544434,call,51.95,51.0,52.9,19.0,5905,2026-12-18,0.8818990225619167,58.514498932894725,0.05
272.14,245.0,0.8082191780821918,0.3566043344116211,call,47.35,46.35,48.35,16.0,273,2026-12-18,0.90027191886529,53.968498458363456,0.05
272.14,250.0,0.8082191780821918,0.36069364898681633,call,44.675,43.4,45.95,15.0,16240,2026-12-18,0.9186448151686633,51.414807520601926,0.05
272.14,255.0,0.8082191780821918,0.3512638116455078,call,41.025000000000006,39.6,42.45,15.0,274,2026-12-18,0.9370177114720365,47.828977808676854,0.05
272.14,260.0,0.8082191780821918,0.3473270834350586,call,38.275,37.0,39.55,77.0,4814,2026-12-18,0.9553906077754097,44.80063696662296,0.05
272.14,265.0,0.8082191780821918,0.3333349137878418,call,34.8,33.8,35.8,18.0,500,2026-12-18,0.973763504078783,40.9553055693427,0.05
272.14,270.0,0.8082191780821918,0.3303747383117675,call,32.6,32.0,33.2,85.0,6879,2026-12-18,0.9921364003821563,38.19775712135021,0.05
272.14,275.0,0.8082191780821918,0.31748119049072265,call,29.6,29.45,29.75,21.0,1238,2026-12-18,1.0105092966855296,34.60884198351559,0.05
272.14,280.0,0.8082191780821918,0.3122017022705078,call,27.025,26.9,27.15,41.0,5072,2026-12-18,1.028882192988903,31.834024893178196,0.05
272.14,285.0,0.8082191780821918,0.3072121281433105,call,24.549999999999997,24.4,24.7,104.0,1074,2026-12-18,1.047255089292276,29.19665736221215,0.05
272.14,290.0,0.8082191780821918,0.30249720947265624,call,21.775,21.15,22.4,34.0,13923,2026-12-18,1.0656279855956494,26.698858776938053,0.05
272.14,295.0,0.8082191780821918,0.29755341125488277,call,20.1,20.0,20.2,19.0,595,2026-12-18,1.0840008818990226,24.294181730089903,0.05
272.14,300.0,0.8082191780821918,0.2939218557739257,call,18.15,18.05,18.25,315.0,21548,2026-12-18,1.102373778202396,22.134739554818623,0.05
272.14,310.0,0.8082191780821918,0.28650615844726557,call,14.6,14.5,14.7,9.0,3618,2026-12-18,1.1391195708091424,18.15387640788596,0.05
272.14,315.0,0.8082191780821918,0.29453220123291013,call,13.575,13.0,14.15,143.0,1641,2026-12-18,1.1574924671125157,17.44125956361546,0.05
272.14,320.0,0.8082191780821918,0.28057054885864247,call,11.15,10.55,11.75,161.0,9752,2026-12-18,1.1758653634158889,14.776974294201523,0.05
272.14,325.0,0.8082191780821918,0.278327529296875,call,10.375,10.25,10.5,38.0,1830,2026-12-18,1.1942382597192622,13.321079422249085,0.05
272.14,330.0,0.8082191780821918,0.2760692510986328,call,9.25,9.15,9.35,9.0,2681,2026-12-18,1.2126111560226354,11.96862511190318,0.05
272.14,340.0,0.8082191780821918,0.27317011016845705,call,7.325,7.2,7.45,136.0,1823,2026-12-18,1.249356948629382,9.69403828537017,0.05
272.14,350.0,0.8082191780821918,0.2699352792358398,call,5.75,5.65,5.85,36.0,7576,2026-12-18,1.2861027412361286,7.7462940102501605,0.05
272.14,360.0,0.8082191780821918,0.26782958740234375,call,4.5,4.4,4.6,5.0,2656,2026-12-18,1.322848533842875,6.1936750958420745,0.05
272.14,380.0,0.8082191780821918,0.2659985510253906,call,2.785,2.7,2.87,42.0,1864,2026-12-18,1.396340119056368,3.978973766414178,0.05
272.14,400.0,0.8082191780821918,0.2716747637939453,call,1.855,1.71,2.0,7.0,1107,2026-12-18,1.4698317042698612,2.8083842355620234,0.05
272.14,410.0,0.8082191780821918,0.2670361383056641,call,1.415,1.37,1.46,15.0,574,2026-12-18,1.5065774968766077,2.0956389241397098,0.05
272.14,420.0,0.8082191780821918,0.26856200195312496,call,1.1400000000000001,1.09,1.19,5.0,660,2026-12-18,1.5433232894833542,1.7226382562165448,0.05
272.14,430.0,0.8082191780821918,0.270515107421875,call,0.9299999999999999,0.88,0.98,20.0,371,2026-12-18,1.5800690820901007,1.4296952848438504,0.05
272.14,440.0,0.8082191780821918,0.27246821289062495,call,0.765,0.72,0.81,12.0,129,2026-12-18,1.6168148746968474,1.1895929670155017,0.05
272.14,450.0,0.8082191780821918,0.2742992492675781,call,0.625,0.58,0.67,5.0,1634,2026-12-18,1.6535606673035939,0.9899603544395212,0.05
272.14,460.0,0.8082191780821918,0.2771068383789062,call,0.5249999999999999,0.48,0.57,5.0,38,2026-12-18,1.6903064599103403,0.8440884031984162,0.05
272.14,470.0,0.8082191780821918,0.2794261511230468,call,0.435,0.39,0.48,5.0,45,2026-12-18,1.7270522525170868,0.7149486380121903,0.05
272.14,480.0,0.8082191780821918,0.28113511840820304,call,0.365,0.33,0.4,5.0,190,2026-12-18,1.7637980451238333,0.5990837661178512,0.05
272.14,490.0,0.8082191780821918,0.28443098388671867,call,0.31,0.27,0.35,5.0,49,2026-12-18,1.80054383773058,0.5235156860610655,0.05
272.14,500.0,0.8082191780821918,0.2880930566406249,call,0.27,0.23,0.31,5.0,353,2026-12-18,1.8372896303373265,0.46413594243900747,0.05
272.14,530.0,0.8082191780821918,0.29004616210937495,call,0.15500000000000003,0.14,0.17,5.0,1315,2026-12-18,1.947527008157566,0.2611490574660458,0.05
272.14,70.0,0.8082191780821918,0.577152666015625,put,0.1,0.08,0.12,28.0,272,2026-12-18,0.25722054824722573,0.07355480402245679,0.05
272.14,80.0,0.8082191780821918,0.5468795312500001,put,0.15,0.12,0.18,36.0,3461,2026-12-18,0.2939663408539722,0.11076978951824157,0.05
272.14,85.0,0.8082191780821918,0.534184345703125,put,0.185,0.16,0.21,9.0,237,2026-12-18,0.3123392371573455,0.1369374204533912,0.05
272.14,90.0,0.8082191780821918,0.5224657128906249,put,0.23,0.19,0.27,10.0,1654,2026-12-18,0.33071213346071876,0.1687619388610475,0.05
272.14,100.0,0.8082191780821918,0.5046436254882812,put,0.32,0.28,0.36,16.0,2013,2026-12-18,0.3674579260674653,0.26624145021781453,0.05
272.14,110.0,0.8082191780821918,0.4804739453125,put,0.445,0.4,0.49,8.0,1518,2026-12-18,0.40420371867421184,0.3607390786405844,0.05
272.14,140.0,0.8082191780821918,0.4182187084960937,put,1.095,1.05,1.14,6.0,1330,2026-12-18,0.5144410964944515,0.8359991804812958,0.05
272.14,150.0,0.8082191780821918,0.40039662109375,put,1.4449999999999998,1.4,1.49,10.0,2039,2026-12-18,0.551186889101198,1.0912669737588505,0.05
272.14,155.0,0.8082191780821918,0.39197385375976557,put,1.65,1.6,1.7,10.0,788,2026-12-18,0.5695597854045712,1.2448972167576837,0.05
272.14,175.0,0.8082191780821918,0.36157864990234373,put,2.71,2.56,2.86,250.0,1797,2026-12-18,0.6430513706180643,2.099465371975688,0.05
272.14,190.0,0.8082191780821918,0.3409489733886719,put,4.075,4.0,4.15,8.0,2564,2026-12-18,0.698170059528184,3.058353345747758,0.05
272.14,195.0,0.8082191780821918,0.3347844842529296,put,4.6,4.5,4.7,18.0,1936,2026-12-18,0.7165429558315574,3.470169080361341,0.05
272.14,200.0,0.8082191780821918,0.3284979260253906,put,5.225,5.15,5.3,12.0,11681,2026-12-18,0.7349158521349306,3.91928251923877,0.05
272.14,205.0,0.8082191780821918,0.3220892987060546,put,5.875,5.8,5.95,150.0,380,2026-12-18,0.7532887484383038,4.40778056071936,0.05
272.14,210.0,0.8082191780821918,0.333716379699707,put,7.1,6.5,7.7,7.0,2686,2026-12-18,0.7716616447416771,5.828896429630937,0.05
272.14,215.0,0.8082191780821918,0.31021807952880853,put,7.375,7.25,7.5,10.0,488,2026-12-18,0.7900345410450503,5.579734517289992,0.05
272.14,220.0,0.8082191780821918,0.30451134948730463,put,8.3,8.2,8.4,38.0,9670,2026-12-18,0.8084074373484237,6.265139313368778,0.05
272.14,225.0,0.8082191780821918,0.2983163430786132,put,9.25,9.15,9.35,16.0,1427,2026-12-18,0.8267803336517969,6.9871805322856275,0.05
272.14,230.0,0.8082191780821918,0.29231969894409165,put,10.3,10.2,10.4,122.0,4974,2026-12-18,0.8451532299551702,7.788597356579096,0.05
272.14,240.0,0.8082191780821918,0.28116563568115227,put,12.725,12.6,12.85,72.0,8588,2026-12-18,0.8818990225619167,9.678370685770723,0.05
272.14,250.0,0.8082191780821918,0.2701489001464844,put,15.625,15.5,15.75,16.0,3516,2026-12-18,0.9186448151686633,11.934451289443317,0.05
272.14,255.0,0.8082191780821918,0.2758556301879882,put,17.775,17.15,18.4,6.0,1407,2026-12-18,0.9370177114720365,14.15051914553392,0.05
272.14,260.0,0.8082191780821918,0.2591931991577149,put,19.0,18.85,19.15,96.0,5511,2026-12-18,0.9553906077754097,14.604781010363993,0.05
272.14,265.0,0.8082191780821918,0.2636639796447754,put,21.4,20.8,22.0,7.0,1115,2026-12-18,0.973763504078783,17.005622494130904,0.05
272.14,270.0,0.8082191780821918,0.24877155044555666,put,23.0,22.85,23.15,45.0,2895,2026-12-18,0.9921364003821563,17.789823428825812,0.05
272.14,285.0,0.8082191780821918,0.24390404541015626,put,30.0,28.65,31.35,6.0,149,2026-12-18,1.047255089292276,24.621445789409748,0.05
272.14,290.0,0.8082191780821918,0.23714446945190426,put,32.775,31.65,33.9,31.0,972,2026-12-18,1.0656279855956494,26.697424208121134,0.05
272.14,300.0,0.8082191780821918,0.21683522430419921,put,37.825,36.75,38.9,28.0,5199,2026-12-18,1.102373778202396,30.66181792216244,0.05
272.14,20.0,0.8849315068493151,1.2509803076171875,call,252.5,250.55,254.45,6.0,10,2027-01-15,0.07349158521349305,253.31287026740273,0.05
272.14,50.0,0.8849315068493151,0.9929199926757812,call,223.55,221.6,225.5,100.0,178,2027-01-15,0.18372896303373265,225.50122652206733,0.05
272.14,60.0,0.8849315068493151,0.92773509765625,call,213.925,211.95,215.9,17.0,124,2027-01-15,0.22047475564047916,216.2479089637004,0.05
272.14,100.0,0.8849315068493151,0.7240628179931641,call,175.575,173.75,177.4,7.0,539,2027-01-15,0.3674579260674653,179.31938955212345,0.05
272.14,115.0,0.8849315068493151,0.6640658593750002,call,161.3,159.5,163.1,10.0,98,2027-01-15,0.4225766149775851,165.5449470702689,0.05
272.14,125.0,0.8849315068493151,0.6272620281982424,call,151.825,150.0,153.65,10.0,289,2027-01-15,0.4593224075843316,156.39019491544764,0.05
272.14,130.0,0.8849315068493151,0.6104775280761721,call,147.125,145.3,148.95,150.0,427,2027-01-15,0.47769530388770487,151.84343095825872,0.05
272.14,135.0,0.8849315068493151,0.5929606134033205,call,142.39999999999998,140.6,144.2,24.0,1573,2027-01-15,0.49606820019107817,147.27235126181134,0.05
272.14,170.0,0.8849315068493151,0.5324143438720703,call,110.275,108.45,112.1,17.0,1269,2027-01-15,0.624678474314691,117.65676129581522,0.05
272.14,175.0,0.8849315068493151,0.5083667327880859,call,105.69999999999999,104.3,107.1,5.0,1522,2027-01-15,0.6430513706180643,112.81746337942442,0.05
272.14,195.0,0.8849315068493151,0.45929495788574226,call,88.2,86.75,89.65,12.0,732,2027-01-15,0.7165429558315574,95.69044063916164,0.05
272.14,200.0,0.8849315068493151,0.44870546417236323,call,84.125,82.8,85.45,16.0,14124,2027-01-15,0.7349158521349306,91.54318327033417,0.05
272.14,210.0,0.8849315068493151,0.426061647644043,call,75.875,74.7,77.05,52.0,2356,2027-01-15,0.7716616447416771,83.23100876644637,0.05
272.14,220.0,0.8849315068493151,0.40811749114990237,call,67.95,66.75,69.15,48.0,7457,2027-01-15,0.8084074373484237,75.34675854032852,0.05
272.14,230.0,0.8849315068493151,0.38220832641601554,call,60.349999999999994,59.9,60.8,80.0,9722,2027-01-15,0.8451532299551702,67.02462643587285,0.05
272.14,240.0,0.8849315068493151,0.36417261810302737,call,52.974999999999994,52.65,53.3,12.0,8476,2027-01-15,0.8818990225619167,59.44511927181969,0.05
272.14,250.0,0.8849315068493151,0.35120277709960934,call,46.05,45.55,46.55,50.0,11403,2027-01-15,0.9186448151686633,52.52589500520651,0.05
272.14,260.0,0.8849315068493151,0.34326828613281246,call,40.025,39.4,40.65,157.0,14808,2027-01-15,0.9553906077754097,46.37653250417185,0.05
272.14,270.0,0.8849315068493151,0.33267879241943366,call,33.849999999999994,32.8,34.9,321.0,10993,2027-01-15,0.9921364003821563,40.344957197121545,0.05
272.14,280.0,0.8849315068493151,0.31308670318603515,call,28.525,28.4,28.65,132.0,31477,2027-01-15,1.028882192988903,33.78580488364591,0.05
272.14,290.0,0.8849315068493151,0.3038704867553711,call,23.75,23.6,23.9,106.0,6480,2027-01-15,1.0656279855956494,28.64756711482481,0.05
272.14,300.0,0.8849315068493151,0.2954782366943359,call,19.6,19.5,19.7,807.0,36960,2027-01-15,1.102373778202396,24.02592219121388,0.05
272.14,310.0,0.8849315068493151,0.2884592639160155,call,15.975000000000001,15.85,16.1,781.0,12880,2027-01-15,1.1391195708091424,19.98643814141343,0.05
272.14,320.0,0.8849315068493151,0.28253891296386713,call,12.95,12.85,13.05,103.0,23849,2027-01-15,1.1758653634158889,16.494766216228143,0.05
272.14,330.0,0.8849315068493151,0.27814442565917963,call,10.425,10.3,10.55,111.0,14795,2027-01-15,1.2126111560226354,13.56857910565688,0.05
272.14,340.0,0.8849315068493151,0.2734752828979492,call,8.3,8.2,8.4,7.0,2993,2027-01-15,1.249356948629382,11.007782470430612,0.05
272.14,350.0,0.8849315068493151,0.27103390106201175,call,6.675,6.6,6.75,139.0,16028,2027-01-15,1.2861027412361286,8.993075046511386,0.05
272.14,360.0,0.8849315068493151,0.2689587265014648,call,5.300000000000001,5.2,5.4,64.0,3282,2027-01-15,1.322848533842875,7.3116206483322514,0.05
272.14,370.0,0.8849315068493151,0.27066769378662114,call,4.325,4.15,4.5,25.0,3011,2027-01-15,1.3595943264496215,6.15255811653936,0.05
272.14,380.0,0.8849315068493151,0.26642579284667967,call,3.375,3.3,3.45,1029.0,1481,2027-01-15,1.396340119056368,4.816381363751169,0.05
272.14,390.0,0.8849315068493151,0.2657544128417969,call,2.59,2.42,2.76,7.0,1350,2027-01-15,1.4330859116631147,3.9061239029297568,0.05
272.14,400.0,0.8849315068493151,0.26569337829589845,call,2.055,1.89,2.22,195.0,3948,2027-01-15,1.4698317042698612,3.18304747551705,0.05
272.14,410.0,0.8849315068493151,0.2712475219726562,call,1.83,1.69,1.97,50.0,1385,2027-01-15,1.5065774968766077,2.826450524815126,0.05
272.14,420.0,0.8849315068493151,0.26709717285156254,call,1.415,1.36,1.47,13.0,1891,2027-01-15,1.5433232894833542,2.153404005908744,0.05
272.14,430.0,0.8849315068493151,0.2854075366210937,call,1.395,1.11,1.68,10.0,1189,2027-01-15,1.5800690820901007,2.391138463802882,0.05
272.14,440.0,0.8849315068493151,0.27020993469238286,call,0.9550000000000001,0.9,1.01,7.0,1161,2027-01-15,1.6168148746968474,1.5035365361825548,0.05
272.14,450.0,0.8849315068493151,0.2696606237792969,call,0.77,0.74,0.8,66.0,16294,2027-01-15,1.6535606673035939,1.2068070567091116,0.05
272.14,460.0,0.8849315068493151,0.2739330419921875,call,0.6599999999999999,0.61,0.71,9.0,94,2027-01-15,1.6903064599103403,1.0714930281387502,0.05
272.14,500.0,0.8849315068493151,0.2827220166015625,call,0.33499999999999996,0.29,0.38,246.0,1161,2027-01-15,1.8372896303373265,0.5818201198735871,0.05
272.14,550.0,0.8849315068493151,0.29395237304687494,call,0.155,0.12,0.19,122.0,4656,2027-01-15,2.021018593371059,0.2959623712302655,0.05
272.14,85.0,0.8849315068493151,0.5214891601562499,put,0.22,0.19,0.25,130.0,338,2027-01-15,0.3123392371573455,0.16025371174452774,0.05
272.14,95.0,0.8849315068493151,0.5056201782226561,put,0.32,0.28,0.36,30.0,927,2027-01-15,0.349085029764092,0.26322185405201837,0.05
272.14,115.0,0.8849315068493151,0.45703667968750006,put,0.595,0.55,0.64,5.0,763,2027-01-15,0.4225766149775851,0.4641151119241127,0.05
272.14,125.0,0.8849315068493151,0.436529072265625,put,0.8049999999999999,0.76,0.85,7.0,843,2027-01-15,0.4593224075843316,0.6148157194472277,0.05
272.14,140.0,0.8849315068493151,0.40869731933593745,put,1.23,1.18,1.28,337.0,2434,2027-01-15,0.5144410964944515,0.9242623038968896,0.05
272.14,155.0,0.8849315068493151,0.383795224609375,put,1.75,1.6,1.9,24.0,974,2027-01-15,0.5695597854045712,1.3700843675325576,0.05
272.14,160.0,0.8849315068493151,0.383795224609375,put,2.105,1.85,2.36,1002.0,5346,2027-01-15,0.5879326817079444,1.7175360739514662,0.05
272.14,165.0,0.8849315068493151,0.36853658813476564,put,2.295,2.14,2.45,16.0,4026,2027-01-15,0.6063055780113177,1.7683946453534034,0.05
272.14,175.0,0.8849315068493151,0.355902437133789,put,3.095,2.99,3.2,5.0,3388,2027-01-15,0.6430513706180643,2.316679413550533,0.05
272.14,180.0,0.8849315068493151,0.35004312072753896,put,3.5,3.35,3.65,12.0,8749,2027-01-15,0.6614242669214375,2.64840964616387,0.05
272.14,190.0,0.8849315068493151,0.3350896569824219,put,4.475,4.4,4.55,30.0,6623,2027-01-15,0.698170059528184,3.3005767834281876,0.05
272.14,195.0,0.8849315068493151,0.329535513305664,put,5.050000000000001,4.95,5.15,6.0,4183,2027-01-15,0.7165429558315574,3.745960646339139,0.05
272.14,200.0,0.8849315068493151,0.32282171325683584,put,5.65,5.55,5.75,68.0,20675,2027-01-15,0.7349158521349306,4.18609832533479,0.05
272.14,220.0,0.8849315068493151,0.29917082672119133,put,8.85,8.75,8.95,218.0,13279,2027-01-15,0.8084074373484237,6.565315076143186,0.05
272.14,230.0,0.8849315068493151,0.28794047027587877,put,10.95,10.85,11.05,76.0,11487,2027-01-15,0.8451532299551702,8.14455746891133,0.05
272.14,240.0,0.8849315068493151,0.2776256320190429,put,13.475,13.35,13.6,45.0,15876,2027-01-15,0.8818990225619167,10.085015582002384,0.05
272.14,250.0,0.8849315068493151,0.266959845123291,put,16.4,16.25,16.55,136.0,12183,2027-01-15,0.9186448151686633,12.346670059503566,0.05
272.14,260.0,0.8849315068493151,0.2559888854980469,put,19.825,19.7,19.95,179.0,6410,2027-01-15,0.9553906077754097,14.972718047745118,0.05
272.14,270.0,0.8849315068493151,0.2457198231506348,put,23.549999999999997,23.15,23.95,98.0,5390,2027-01-15,0.9921364003821563,18.106018861674855,0.05
272.14,280.0,0.8849315068493151,0.2356033471679687,put,28.05,27.55,28.55,21.0,3294,2027-01-15,1.028882192988903,21.755916888128993,0.05
272.14,290.0,0.8849315068493151,0.23267368896484375,put,33.625,32.75,34.5,5.0,1586,2027-01-15,1.0656279855956494,26.69407000573861,0.05
272.14,300.0,0.8849315068493151,0.2251206639099121,put,39.5,38.4,40.6,13.0,817,2027-01-15,1.102373778202396,31.75137930800622,0.05
272.14,350.0,0.8849315068493151,0.1914143359375,put,78.225,76.55,79.9,20.0,12,2027-01-15,1.2861027412361286,66.06685748741339,0.05
272.14,55.0,1.3041095890410959,0.84179845703125,call,219.325,217.35,221.3,20.0,74,2027-06-17,0.20210185933710592,222.3800033930449,0.05
272.14,60.0,1.3041095890410959,0.8129901513671874,call,214.55,212.6,216.5,12.0,16,2027-06-17,0.22047475564047916,217.87040369241123,0.05
272.14,85.0,1.3041095890410959,0.7065459033203125,call,191.05,189.2,192.9,16.0,99,2027-06-17,0.3123392371573455,195.61874745704057,0.05
272.14,115.0,1.3041095890410959,0.6043130389404299,call,163.15,161.3,165.0,28.0,215,2027-06-17,0.4225766149775851,169.10976674228473,0.05
272.14,120.0,1.3041095890410959,0.5894816442871094,call,158.55,156.7,160.4,45.0,152,2027-06-17,0.44094951128095833,164.72637753365055,0.05
272.14,135.0,1.3041095890410959,0.5521895367431642,call,145.05,143.35,146.75,20.0,136,2027-06-17,0.49606820019107817,151.81413738820143,0.05
272.14,140.0,1.3041095890410959,0.5389755575561525,call,140.52499999999998,138.85,142.2,10.0,271,2027-06-17,0.5144410964944515,147.4834578394108,0.05
272.14,160.0,1.3041095890410959,0.5222826092529296,call,122.9,121.2,124.6,10.0,322,2027-06-17,0.5879326817079444,132.00043630500204,0.05
272.14,165.0,1.3041095890410959,0.4960377545166016,call,118.15,116.95,119.35,11.0,175,2027-06-17,0.6063055780113177,127.0209890158882,0.05
272.14,180.0,1.3041095890410959,0.4656730679321289,call,105.475,104.3,106.65,20.0,941,2027-06-17,0.6614242669214375,114.70067902508525,0.05
272.14,190.0,1.3041095890410959,0.45453426330566404,call,97.525,96.05,99.0,12.0,674,2027-06-17,0.698170059528184,107.17778404971033,0.05
272.14,200.0,1.3041095890410959,0.41919526123046874,call,88.775,88.05,89.5,65.0,7302,2027-06-17,0.7349158521349306,98.00955772049156,0.05
272.14,210.0,1.3041095890410959,0.40407395248413086,call,81.05,80.35,81.75,102.0,3526,2027-06-17,0.7716616447416771,90.34697480541149,0.05
272.14,220.0,1.3041095890410959,0.38968505828857425,call,73.575,72.9,74.25,13.0,3975,2027-06-17,0.8084074373484237,82.87935846439333,0.05
272.14,230.0,1.3041095890410959,0.37673047592163084,call,66.925,66.75,67.1,14.0,3495,2027-06-17,0.8451532299551702,75.69749897871984,0.05
272.14,240.0,1.3041095890410959,0.3647982221984864,call,60.15,60.0,60.3,6.0,1393,2027-06-17,0.8818990225619167,68.80098427115479,0.05
272.14,250.0,1.3041095890410959,0.3540408834838866,call,53.7,53.5,53.9,9.0,2875,2027-06-17,0.9186448151686633,62.23903238211233,0.05
272.14,260.0,1.3041095890410959,0.3551700225830078,call,47.875,46.55,49.2,44.0,5682,2027-06-17,0.9553906077754097,57.231703301977774,0.05
272.14,270.0,1.3041095890410959,0.3440617352294921,call,42.15,40.9,43.4,42.0,4157,2027-06-17,0.9921364003821563,51.17896179933321,0.05
272.14,280.0,1.3041095890410959,0.32556826782226556,call,36.85,36.7,37.0,40.0,8168,2027-06-17,1.028882192988903,44.50714118157734,0.05
272.14,290.0,1.3041095890410959,0.3177863632202148,call,31.6,30.95,32.25,46.0,2600,2027-06-17,1.0656279855956494,39.376125540729575,0.05
272.14,300.0,1.3041095890410959,0.3107979077148437,call,27.799999999999997,27.65,27.95,110.0,4987,2027-06-17,1.102373778202396,34.658395355651635,0.05
272.14,310.0,1.3041095890410959,0.30417565948486325,call,23.4,22.75,24.05,92.0,1874,2027-06-17,1.1391195708091424,30.310070869557592,0.05
272.14,320.0,1.3041095890410959,0.29883513671874995,call,20.475,20.3,20.65,20.0,3269,2027-06-17,1.1758653634158889,26.44685444413581,0.05
272.14,330.0,1.3041095890410959,0.3027566062927246,call,17.975,17.3,18.65,6.0,3747,2027-06-17,1.2126111560226354,24.030954267230257,0.05
272.14,340.0,1.3041095890410959,0.2900766793823242,call,14.375,13.7,15.05,9.0,2076,2027-06-17,1.249356948629382,19.909962194499812,0.05
272.14,350.0,1.3041095890410959,0.2866434861755371,call,12.15,11.5,12.8,251.0,3350,2027-06-17,1.2861027412361286,17.205076575169684,0.05
272.14,370.0,1.3041095890410959,0.28064684204101553,call,8.5,7.85,9.15,16.0,280,2027-06-17,1.3595943264496215,12.705014987578359,0.05
272.14,380.0,1.3041095890410959,0.27866321929931637,call,7.125,6.5,7.75,7.0,313,2027-06-17,1.396340119056368,10.923577059593214,0.05
272.14,400.0,1.3041095890410959,0.2756420092773437,call,5.4,5.25,5.55,69.0,1089,2027-06-17,1.4698317042698612,8.052850977848628,0.05
272.14,410.0,1.3041095890410959,0.27460442199707036,call,4.6,4.5,4.7,50.0,362,2027-06-17,1.5065774968766077,6.9153151332946265,0.05
